    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    2    7     0.000     0.000     0.000    -0.000     0.000    -0.003     0.000     0.000     0.000     0.000     0.000     0.003     0.000
    2    8     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000    -0.000     0.003     0.000
    2    9     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    2   10     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    2   11     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    2   12     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    2   13     0.000     0.000     0.000    -0.000    -0.000    -0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    3    1     0.000     0.000     0.000    -0.001    -0.000    -0.008     0.000     0.000     0.000     0.001    -0.000     0.008     0.000
    3    2     0.000     0.000     0.000    -0.001     0.000    -0.008     0.000     0.000     0.000     0.001     0.000     0.008     0.000
    3    3     0.000     0.000     0.000    -0.001     0.000    -0.007     0.000     0.000     0.000     0.001    -0.000     0.008     0.001
    3    4     0.000     0.000     0.000    -0.001     0.000    -0.006     0.000     0.000     0.000     0.001    -0.000     0.007     0.001
    3    5     0.000     0.000     0.000    -0.001    -0.000    -0.005     0.000     0.000     0.000     0.001    -0.000     0.006     0.001
    3    6     0.000     0.000     0.000    -0.000    -0.000    -0.005     0.000     0.000     0.000     0.001     0.000     0.005     0.001
    3    7     0.000     0.000     0.000    -0.000    -0.000    -0.004     0.000     0.000     0.000     0.000     0.000     0.004     0.001
    3    8     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000     0.000     0.004     0.001
    3    9     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.003     0.001
    3   10     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    3   11     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    3   12     0.000     0.000     0.000    -0.000     0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    3   13     0.000     0.000     0.000    -0.000    -0.000    -0.000     0.000     0.000     0.000     0.000    -0.000     0.001     0.000
    4    1     0.000     0.000     0.000    -0.001    -0.000    -0.013     0.000     0.000     0.000     0.001    -0.000     0.015     0.002
    4    2     0.000     0.000     0.000    -0.001    -0.000    -0.012     0.000     0.000     0.000     0.001     0.000     0.013     0.002
    4    3     0.000     0.000     0.000    -0.001     0.000    -0.010     0.000     0.000     0.000     0.001     0.000     0.012     0.002
    4    4     0.000     0.000     0.000    -0.001    -0.000    -0.008     0.000     0.000     0.000     0.001    -0.000     0.010     0.002
    4    5     0.000     0.000     0.000    -0.001    -0.000    -0.007     0.000     0.000     0.000     0.001     0.000     0.008     0.001
    4    6     0.000     0.000     0.000    -0.000    -0.000    -0.005     0.000     0.000     0.000     0.001     0.000     0.006     0.001
    4    7     0.000     0.000     0.000    -0.000    -0.000    -0.004     0.000     0.000     0.000     0.000     0.000     0.005     0.001
    4    8     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000     0.000     0.004     0.001
    4    9     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000     0.000     0.003     0.001
    4   10     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    4   11     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    4   12     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    4   13     0.000     0.000     0.000    -0.000    -0.000    -0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    5    1     0.000     0.000     0.000     0.000     0.001    -0.066     0.000     0.000     0.000     0.000    -0.002     0.077     0.011
    5    2     0.000     0.000     0.000     0.000     0.001    -0.057     0.000     0.000     0.000     0.000    -0.001     0.066     0.009
    5    3     0.000     0.000     0.000     0.000     0.000    -0.050     0.000     0.000     0.000     0.000    -0.001     0.057     0.007
    5    4     0.000     0.000     0.000     0.000     0.000    -0.043     0.000     0.000     0.000     0.000    -0.000     0.049     0.006
    5    5     0.000     0.000     0.000     0.000     0.000    -0.038     0.000     0.000     0.000     0.000    -0.000     0.043     0.005
    5    6     0.000     0.000     0.000     0.000    -0.000    -0.033     0.000     0.000     0.000     0.000    -0.000     0.037     0.004
    5    7     0.000     0.000     0.000     0.000    -0.000    -0.029     0.000     0.000     0.000     0.000     0.000     0.032     0.003
    5    8     0.000     0.000     0.000     0.000    -0.000    -0.026     0.000     0.000     0.000     0.000     0.000     0.028     0.002
    5    9     0.000     0.000     0.000     0.000    -0.000    -0.022     0.000     0.000     0.000     0.000     0.000     0.024     0.002
    5   10     0.000     0.000     0.000     0.000    -0.000    -0.019     0.000     0.000     0.000     0.000     0.000     0.021     0.002
    5   11     0.000     0.000     0.000     0.000    -0.000    -0.016     0.000     0.000     0.000     0.000     0.000     0.017     0.001
    5   12     0.000     0.000     0.000     0.000    -0.000    -0.012     0.000     0.000     0.000     0.000     0.000     0.013     0.001
    5   13     0.000     0.000     0.000     0.000    -0.000    -0.008     0.000     0.000     0.000     0.000     0.000     0.009     0.001
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000    -0.000     0.000    -0.001     0.000
    1    2     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000
    1    3     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000
    1    4     0.000     0.000     0.000     0.000    -0.000     0.002     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000
    1    5     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000    -0.000     0.000    -0.002     0.000
    1    6     0.000     0.000     0.000     0.000    -0.000     0.002     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000
    1    7     0.000     0.000     0.000     0.000    -0.000     0.002     0.000     0.000     0.000    -0.000     0.000    -0.002     0.000
    1    8     0.000     0.000     0.000     0.000    -0.000     0.002     0.000     0.000     0.000    -0.000     0.000    -0.002    -0.000
    1    9     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000    -0.000     0.000    -0.002    -0.001
    1   10     0.000     0.000     0.000    -0.000     0.000    -0.002     0.000     0.000     0.000    -0.000    -0.000    -0.001    -0.003
    1   11     0.000     0.000     0.000    -0.001    -0.000    -0.010     0.000     0.000     0.000     0.000    -0.000     0.002    -0.008
    1   12     0.000     0.000     0.000    -0.002    -0.000    -0.018     0.000     0.000     0.000     0.001     0.000     0.009    -0.009
    1   13     0.000     0.000     0.000    -0.001    -0.000    -0.014     0.000     0.000     0.000     0.001     0.000     0.015     0.001
    2    1     0.000     0.000     0.000     0.000    -0.000     0.003     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000
    2    2     0.000     0.000     0.000     0.000    -0.000     0.004     0.000     0.000     0.000    -0.000     0.000    -0.003     0.000
    2    3     0.000     0.000     0.000     0.000     0.000     0.004     0.000     0.000     0.000    -0.000     0.000    -0.004     0.001
    2    4     0.000     0.000     0.000     0.000    -0.000     0.005     0.000     0.000     0.000    -0.000    -0.000    -0.004     0.001
    2    5     0.000     0.000     0.000     0.001     0.000     0.006     0.000     0.000     0.000    -0.000     0.000    -0.005     0.001
    2    6     0.000     0.000     0.000     0.001    -0.000     0.007     0.000     0.000     0.000    -0.001    -0.000    -0.006     0.001
    2    7     0.000     0.000     0.000     0.001     0.000     0.008     0.000     0.000     0.000    -0.001     0.000    -0.007     0.001
    2    8     0.000     0.000     0.000     0.001    -0.000     0.008     0.000     0.000     0.000    -0.001    -0.000    -0.008     0.001
    2    9     0.000     0.000     0.000     0.001    -0.000     0.006     0.000     0.000     0.000    -0.001     0.000    -0.008    -0.002
    2   10     0.000     0.000     0.000    -0.001    -0.000    -0.012     0.000     0.000     0.000    -0.000     0.000    -0.005    -0.017
    2   11     0.000     0.000     0.000    -0.005    -0.000    -0.052     0.000     0.000     0.000     0.001     0.000     0.011    -0.041
    2   12     0.000     0.000     0.000    -0.004     0.000    -0.048     0.000     0.000     0.000     0.004     0.000     0.045    -0.003
    2   13     0.000     0.000     0.000    -0.002    -0.000    -0.019     0.000     0.000     0.000     0.003    -0.000     0.036     0.017
    3    1     0.000     0.000     0.000     0.001    -0.000     0.007     0.000     0.000     0.000    -0.001    -0.000    -0.006     0.001
    3    2     0.000     0.000     0.000     0.001     0.000     0.008     0.000     0.000     0.000    -0.001     0.000    -0.007     0.001
    3    3     0.000     0.000     0.000     0.001     0.000     0.010     0.000     0.000     0.000    -0.001    -0.000    -0.009     0.002
    3    4     0.000     0.000     0.000     0.001     0.000     0.013     0.000     0.000     0.000    -0.001    -0.000    -0.010     0.002
    3    5     0.000     0.000     0.000     0.001    -0.000     0.016     0.000     0.000     0.000    -0.001    -0.000    -0.012     0.003
    3    6     0.000     0.000     0.000     0.002    -0.000     0.020     0.000     0.000     0.000    -0.001     0.000    -0.015     0.005
    3    7     0.000     0.000     0.000     0.003    -0.000     0.028     0.000     0.000     0.000    -0.002     0.000    -0.020     0.008
    3    8     0.000     0.000     0.000     0.004    -0.000     0.040     0.000     0.000     0.000    -0.003     0.000    -0.027     0.013
    3    9     0.000     0.000     0.000     0.005    -0.000     0.049     0.000     0.000     0.000    -0.004     0.000    -0.038     0.011
    3   10     0.000     0.000     0.000    -0.021    -0.000    -0.220     0.000     0.000     0.000    -0.004     0.000    -0.046    -0.267
    3   11     0.000     0.000     0.000    -0.019    -0.000    -0.200     0.000     0.000     0.000     0.019     0.000     0.199    -0.001
    3   12     0.000     0.000     0.000    -0.006     0.000    -0.062     0.000     0.000     0.000     0.016     0.000     0.170     0.108
    3   13     0.000     0.000     0.000    -0.002    -0.000    -0.017     0.000     0.000     0.000     0.004    -0.000     0.044     0.027
    4    1     0.000     0.000     0.000     0.001    -0.000     0.014     0.000     0.000     0.000    -0.001    -0.000    -0.012     0.002
    4    2     0.000     0.000     0.000     0.002    -0.000     0.017     0.000     0.000     0.000    -0.001     0.000    -0.014     0.003
    4    3     0.000     0.000     0.000     0.002     0.000     0.022     0.000     0.000     0.000    -0.002     0.000    -0.017     0.005
    4    4     0.000     0.000     0.000     0.003    -0.000     0.029     0.000     0.000     0.000    -0.002    -0.000    -0.022     0.007
    4    5     0.000     0.000     0.000     0.004    -0.000     0.039     0.000     0.000     0.000    -0.003     0.000    -0.028     0.011
    4    6     0.000     0.000     0.000     0.006     0.000     0.060     0.000     0.000     0.000    -0.004     0.000    -0.038     0.021
    4    7     0.000     0.000     0.000     0.010    -0.000     0.106     0.000     0.000     0.000    -0.005    -0.000    -0.058     0.048
    4    8     0.000     0.000     0.000     0.025    -0.000     0.264     0.000     0.000     0.000    -0.009     0.000    -0.101     0.163
    4    9     0.000     0.000     0.000     0.148    -0.000     1.585     0.000     0.000     0.000    -0.023     0.000    -0.249     1.342
    4   10     0.000     0.000     0.000    -0.132    -0.001    -1.412     0.000     0.000     0.000    -0.137     0.000    -1.468    -2.892
    4   11     0.000     0.000     0.000    -0.014    -0.000    -0.151     0.000     0.000     0.000     0.118     0.001     1.265     1.119
    4   12     0.000     0.000     0.000    -0.004    -0.000    -0.039     0.000     0.000     0.000     0.012     0.000     0.127     0.088
    4   13     0.000     0.000     0.000    -0.001    -0.000    -0.012     0.000     0.000     0.000     0.003     0.000     0.027     0.015
    5    1     0.000     0.000     0.000     0.000     0.004     0.095     0.000     0.000     0.000     0.000    -0.004    -0.086     0.010
    5    2     0.000     0.000     0.000     0.000     0.005     0.108     0.000     0.000     0.000     0.000    -0.004    -0.096     0.012
    5    3     0.000     0.000     0.000     0.000     0.005     0.123     0.000     0.000     0.000     0.000    -0.005    -0.108     0.015
    5    4     0.000     0.000     0.000     0.000     0.006     0.142     0.000     0.000     0.000     0.000    -0.005    -0.122     0.020
    5    5     0.000     0.000     0.000     0.000     0.006     0.168     0.000     0.000     0.000     0.000    -0.006    -0.140     0.028
    5    6     0.000     0.000     0.000     0.000     0.007     0.203     0.000     0.000     0.000     0.000    -0.006    -0.164     0.040
    5    7     0.000     0.000     0.000     0.000     0.006     0.257     0.000     0.000     0.000     0.000    -0.006    -0.197     0.060
    5    8     0.000     0.000     0.000     0.000     0.000     0.336     0.000     0.000     0.000     0.000    -0.006    -0.247     0.089
    5    9     0.000     0.000     0.000     0.000    -0.025     0.227     0.000     0.000     0.000     0.000    -0.000    -0.317    -0.090
    5   10     0.000     0.000     0.000     0.000    -0.015    -0.069     0.000     0.000     0.000     0.000     0.023    -0.210    -0.278
    5   11     0.000     0.000     0.000     0.000    -0.007    -0.061     0.000     0.000     0.000     0.000     0.014     0.062     0.000
    5   12     0.000     0.000     0.000     0.000    -0.004    -0.041     0.000     0.000     0.000     0.000     0.006     0.051     0.011
    5   13     0.000     0.000     0.000     0.000    -0.002    -0.023     0.000     0.000     0.000     0.000     0.003     0.029     0.005
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1     0.000     0.000     0.000    -0.000     0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001    -0.000
    1    2     0.000     0.000     0.000    -0.000     0.000    -0.001     0.000     0.000     0.000     0.000    -0.000     0.001    -0.000
    1    3     0.000     0.000     0.000    -0.000     0.000    -0.002     0.000     0.000     0.000     0.000    -0.000     0.002    -0.000
    1    4     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000    -0.000     0.002    -0.000
    1    5     0.000     0.000     0.000    -0.000     0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.002    -0.000
    1    6     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000    -0.000     0.002     0.000
    1    7     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    1    8     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    1    9     0.000     0.000     0.000    -0.000     0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    1   10     0.000     0.000     0.000    -0.000     0.000    -0.001     0.000     0.000     0.000     0.000    -0.000     0.001     0.000
    1   11     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000    -0.000     0.001     0.000
    1   12     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    1   13     0.000     0.000     0.000    -0.000    -0.000    -0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    2    1     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000    -0.000     0.003    -0.000
    2    2     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000     0.000     0.003    -0.000
    2    3     0.000     0.000     0.000    -0.000     0.000    -0.004     0.000     0.000     0.000     0.000     0.000     0.003    -0.000
    2    4     0.000     0.000     0.000    -0.000    -0.000    -0.004     0.000     0.000     0.000     0.000    -0.000     0.004     0.000
    2    5     0.000     0.000     0.000    -0.000     0.000    -0.003     0.000     0.000     0.000     0.000     0.000     0.003     0.000
    2    6     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000    -0.000     0.003     0.000
    2    7     0.000     0.000     0.000    -0.000     0.000    -0.003     0.000     0.000     0.000     0.000     0.000     0.003     0.000
    2    8     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000    -0.000     0.003     0.000
    2    9     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    2   10     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    2   11     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    2   12     0.000     0.000     0.000    -0.000     0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    2   13     0.000     0.000     0.000    -0.000    -0.000    -0.000     0.000     0.000     0.000     0.000    -0.000     0.001     0.000
    3    1     0.000     0.000     0.000    -0.001    -0.000    -0.006     0.000     0.000     0.000     0.001    -0.000     0.006    -0.000
    3    2     0.000     0.000     0.000    -0.001     0.000    -0.006     0.000     0.000     0.000     0.001     0.000     0.006     0.000
    3    3     0.000     0.000     0.000    -0.001     0.000    -0.006     0.000     0.000     0.000     0.001    -0.000     0.006     0.000
    3    4     0.000     0.000     0.000    -0.001     0.000    -0.006     0.000     0.000     0.000     0.001    -0.000     0.006     0.000
    3    5     0.000     0.000     0.000    -0.000    -0.000    -0.005     0.000     0.000     0.000     0.001    -0.000     0.005     0.001
    3    6     0.000     0.000     0.000    -0.000    -0.000    -0.004     0.000     0.000     0.000     0.000     0.000     0.005     0.001
    3    7     0.000     0.000     0.000    -0.000    -0.000    -0.004     0.000     0.000     0.000     0.000     0.000     0.004     0.001
    3    8     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000     0.000     0.003     0.001
    3    9     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.003     0.000
    3   10     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    3   11     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    3   12     0.000     0.000     0.000    -0.000     0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    3   13     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000    -0.000     0.001     0.000
    4    1     0.000     0.000     0.000    -0.001    -0.000    -0.011     0.000     0.000     0.000     0.001    -0.000     0.012     0.001
    4    2     0.000     0.000     0.000    -0.001    -0.000    -0.010     0.000     0.000     0.000     0.001     0.000     0.011     0.001
    4    3     0.000     0.000     0.000    -0.001     0.000    -0.009     0.000     0.000     0.000     0.001     0.000     0.010     0.001
    4    4     0.000     0.000     0.000    -0.001    -0.000    -0.007     0.000     0.000     0.000     0.001    -0.000     0.009     0.001
    4    5     0.000     0.000     0.000    -0.001    -0.000    -0.006     0.000     0.000     0.000     0.001     0.000     0.007     0.001
    4    6     0.000     0.000     0.000    -0.000     0.000    -0.005     0.000     0.000     0.000     0.001     0.000     0.006     0.001
    4    7     0.000     0.000     0.000    -0.000    -0.000    -0.004     0.000     0.000     0.000     0.000    -0.000     0.005     0.001
    4    8     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000     0.000     0.004     0.001
    4    9     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000     0.000     0.003     0.001
    4   10     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    4   11     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    4   12     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    4   13     0.000     0.000     0.000    -0.000    -0.000    -0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.000
    5    1     0.000     0.000     0.000     0.000     0.003    -0.073     0.000     0.000     0.000     0.000    -0.004     0.086     0.012
    5    2     0.000     0.000     0.000     0.000     0.002    -0.064     0.000     0.000     0.000     0.000    -0.003     0.074     0.010
    5    3     0.000     0.000     0.000     0.000     0.001    -0.056     0.000     0.000     0.000     0.000    -0.002     0.064     0.008
    5    4     0.000     0.000     0.000     0.000     0.001    -0.049     0.000     0.000     0.000     0.000    -0.001     0.055     0.006
    5    5     0.000     0.000     0.000     0.000     0.000    -0.043     0.000     0.000     0.000     0.000    -0.001     0.048     0.005
    5    6     0.000     0.000     0.000     0.000     0.000    -0.037     0.000     0.000     0.000     0.000    -0.000     0.042     0.004
    5    7     0.000     0.000     0.000     0.000     0.000    -0.033     0.000     0.000     0.000     0.000    -0.000     0.036     0.003
    5    8     0.000     0.000     0.000     0.000     0.000    -0.028     0.000     0.000     0.000     0.000    -0.000     0.031     0.003
    5    9     0.000     0.000     0.000     0.000    -0.000    -0.025     0.000     0.000     0.000     0.000    -0.000     0.027     0.002
    5   10     0.000     0.000     0.000     0.000    -0.000    -0.021     0.000     0.000     0.000     0.000     0.000     0.023     0.002
    5   11     0.000     0.000     0.000     0.000    -0.000    -0.017     0.000     0.000     0.000     0.000     0.000     0.019     0.001
    5   12     0.000     0.000     0.000     0.000    -0.000    -0.014     0.000     0.000     0.000     0.000     0.000     0.015     0.001
    5   13     0.000     0.000     0.000     0.000    -0.000    -0.009     0.000     0.000     0.000     0.000     0.000     0.010     0.001
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000    -0.000     0.000    -0.002     0.000
    1    2     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000
    1    3     0.000     0.000     0.000     0.000     0.000     0.004     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.001
    1    4     0.000     0.000     0.000     0.000    -0.000     0.005     0.000     0.000     0.000    -0.000    -0.000    -0.004     0.001
    1    5     0.000     0.000     0.000     0.001     0.000     0.006     0.000     0.000     0.000    -0.000     0.000    -0.005     0.001
    1    6     0.000     0.000     0.000     0.001    -0.000     0.009     0.000     0.000     0.000    -0.001    -0.000    -0.006     0.002
    1    7     0.000     0.000     0.000     0.001    -0.000     0.013     0.000     0.000     0.000    -0.001     0.000    -0.009     0.005
    1    8     0.000     0.000     0.000     0.002    -0.000     0.024     0.000     0.000     0.000    -0.001     0.000    -0.013     0.011
    1    9     0.000     0.000     0.000     0.006     0.000     0.063     0.000     0.000     0.000    -0.002     0.000    -0.023     0.040
    1   10     0.000     0.000     0.000     0.062     0.000     0.666     0.000     0.000     0.000    -0.006    -0.000    -0.059     0.609
    1   11     0.000     0.000     0.000    -0.052     0.000    -0.550     0.000     0.000     0.000    -0.058    -0.000    -0.618    -1.173
    1   12     0.000     0.000     0.000    -0.003     0.000    -0.033     0.000     0.000     0.000     0.046    -0.000     0.493     0.462
    1   13     0.000     0.000     0.000    -0.001    -0.000    -0.008     0.000     0.000     0.000     0.003    -0.000     0.027     0.019
    2    1     0.000     0.000     0.000     0.001     0.000     0.006     0.000     0.000     0.000    -0.000    -0.000    -0.005     0.001
    2    2     0.000     0.000     0.000     0.001    -0.000     0.008     0.000     0.000     0.000    -0.001    -0.000    -0.006     0.001
    2    3     0.000     0.000     0.000     0.001     0.000     0.010     0.000     0.000     0.000    -0.001     0.000    -0.008     0.002
    2    4     0.000     0.000     0.000     0.001    -0.000     0.013     0.000     0.000     0.000    -0.001    -0.000    -0.010     0.003
    2    5     0.000     0.000     0.000     0.002     0.000     0.018     0.000     0.000     0.000    -0.001     0.000    -0.013     0.005
    2    6     0.000     0.000     0.000     0.003    -0.000     0.027     0.000     0.000     0.000    -0.002    -0.000    -0.018     0.009
    2    7     0.000     0.000     0.000     0.004     0.000     0.047     0.000     0.000     0.000    -0.003     0.000    -0.027     0.020
    2    8     0.000     0.000     0.000     0.009    -0.000     0.098     0.000     0.000     0.000    -0.004    -0.000    -0.045     0.053
    2    9     0.000     0.000     0.000     0.024     0.000     0.259     0.000     0.000     0.000    -0.009     0.000    -0.093     0.166
    2   10     0.000     0.000     0.000     0.036     0.000     0.381     0.000     0.000     0.000    -0.023    -0.000    -0.244     0.138
    2   11     0.000     0.000     0.000    -0.003     0.000    -0.030     0.000     0.000     0.000    -0.033    -0.000    -0.350    -0.381
    2   12     0.000     0.000     0.000    -0.001    -0.000    -0.014     0.000     0.000     0.000     0.002    -0.000     0.026     0.012
    2   13     0.000     0.000     0.000    -0.000    -0.000    -0.005     0.000     0.000     0.000     0.001     0.000     0.010     0.005
    3    1     0.000     0.000     0.000     0.001     0.000     0.012     0.000     0.000     0.000    -0.001    -0.000    -0.010     0.002
    3    2     0.000     0.000     0.000     0.001     0.000     0.015     0.000     0.000     0.000    -0.001    -0.000    -0.012     0.003
    3    3     0.000     0.000     0.000     0.002     0.000     0.020     0.000     0.000     0.000    -0.001    -0.000    -0.016     0.004
    3    4     0.000     0.000     0.000     0.002     0.000     0.027     0.000     0.000     0.000    -0.002    -0.000    -0.020     0.007
    3    5     0.000     0.000     0.000     0.003    -0.000     0.037     0.000     0.000     0.000    -0.002    -0.000    -0.026     0.011
    3    6     0.000     0.000     0.000     0.005    -0.000     0.054     0.000     0.000     0.000    -0.003     0.000    -0.036     0.018
    3    7     0.000     0.000     0.000     0.008     0.000     0.082     0.000     0.000     0.000    -0.005     0.000    -0.052     0.029
    3    8     0.000     0.000     0.000     0.011    -0.000     0.115     0.000     0.000     0.000    -0.007    -0.000    -0.079     0.037
    3    9     0.000     0.000     0.000     0.009     0.000     0.100     0.000     0.000     0.000    -0.010     0.000    -0.110    -0.010
    3   10     0.000     0.000     0.000     0.002    -0.000     0.019     0.000     0.000     0.000    -0.009    -0.000    -0.093    -0.075
    3   11     0.000     0.000     0.000    -0.001     0.000    -0.006     0.000     0.000     0.000    -0.002     0.000    -0.017    -0.023
    3   12     0.000     0.000     0.000    -0.001     0.000    -0.006     0.000     0.000     0.000     0.000    -0.000     0.005    -0.001
    3   13     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000    -0.000     0.004     0.001
    4    1     0.000     0.000     0.000     0.002     0.000     0.019     0.000     0.000     0.000    -0.002    -0.000    -0.016     0.003
    4    2     0.000     0.000     0.000     0.002     0.000     0.023     0.000     0.000     0.000    -0.002    -0.000    -0.019     0.004
    4    3     0.000     0.000     0.000     0.003     0.000     0.028     0.000     0.000     0.000    -0.002    -0.000    -0.023     0.005
    4    4     0.000     0.000     0.000     0.003     0.000     0.035     0.000     0.000     0.000    -0.003    -0.000    -0.028     0.007
    4    5     0.000     0.000     0.000     0.004    -0.000     0.043     0.000     0.000     0.000    -0.003    -0.000    -0.035     0.009
    4    6     0.000     0.000     0.000     0.005    -0.000     0.051     0.000     0.000     0.000    -0.004     0.000    -0.042     0.009
    4    7     0.000     0.000     0.000     0.005    -0.000     0.054     0.000     0.000     0.000    -0.005     0.000    -0.050     0.004
    4    8     0.000     0.000     0.000     0.004    -0.000     0.044     0.000     0.000     0.000    -0.005     0.000    -0.052    -0.008
    4    9     0.000     0.000     0.000     0.002    -0.000     0.022     0.000     0.000     0.000    -0.004     0.000    -0.041    -0.020
    4   10     0.000     0.000     0.000     0.000    -0.000     0.004     0.000     0.000     0.000    -0.002     0.000    -0.020    -0.016
    4   11     0.000     0.000     0.000    -0.000     0.000    -0.002     0.000     0.000     0.000    -0.000     0.000    -0.004    -0.006
    4   12     0.000     0.000     0.000    -0.000    -0.000    -0.003     0.000     0.000     0.000     0.000    -0.000     0.002    -0.001
    4   13     0.000     0.000     0.000    -0.000    -0.000    -0.002     0.000     0.000     0.000     0.000     0.000     0.002     0.000
    5    1     0.000     0.000     0.000     0.000     0.000     0.060     0.000     0.000     0.000     0.000    -0.000    -0.057     0.003
