    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    2    8    -0.000    -0.000    -0.003    -0.000    -0.000    -0.004     0.000     0.000     0.003     0.000    -0.000     0.005     0.000
    2    9    -0.000     0.000    -0.003    -0.000    -0.000    -0.004     0.000    -0.000     0.002     0.000     0.000     0.004     0.000
    2   10    -0.000    -0.000    -0.003    -0.000    -0.000    -0.003     0.000     0.000     0.002     0.000     0.000     0.004     0.000
    2   11    -0.000    -0.000    -0.002    -0.000    -0.000    -0.003     0.000    -0.000     0.002     0.000     0.000     0.003     0.000
    2   12    -0.000    -0.000    -0.002    -0.000     0.000    -0.002     0.000    -0.000     0.002     0.000     0.000     0.003     0.000
    2   13    -0.000    -0.000    -0.002    -0.000    -0.000    -0.002     0.000    -0.000     0.001     0.000    -0.000     0.002     0.000
    3    1    -0.000     0.000    -0.004    -0.001    -0.000    -0.009     0.001    -0.000     0.006     0.001    -0.000     0.009     0.001
    3    2    -0.000    -0.000    -0.004    -0.001     0.000    -0.009     0.000    -0.000     0.005     0.001     0.000     0.009     0.001
    3    3    -0.000     0.000    -0.004    -0.001     0.000    -0.009     0.000    -0.000     0.005     0.001    -0.000     0.009     0.001
    3    4    -0.000    -0.000    -0.004    -0.001     0.000    -0.008     0.000    -0.000     0.004     0.001    -0.000     0.009     0.001
    3    5    -0.000     0.000    -0.004    -0.001    -0.000    -0.007     0.000     0.000     0.004     0.001    -0.000     0.008     0.001
    3    6    -0.000    -0.000    -0.003    -0.001    -0.000    -0.006     0.000     0.000     0.003     0.001     0.000     0.007     0.000
    3    7    -0.000     0.000    -0.003    -0.001    -0.000    -0.005     0.000     0.000     0.003     0.001     0.000     0.006     0.000
    3    8    -0.000    -0.000    -0.003    -0.000    -0.000    -0.005     0.000     0.000     0.002     0.001     0.000     0.005     0.000
    3    9    -0.000     0.000    -0.002    -0.000    -0.000    -0.004     0.000     0.000     0.002     0.000     0.000     0.005     0.000
    3   10    -0.000    -0.000    -0.002    -0.000    -0.000    -0.003     0.000     0.000     0.002     0.000     0.000     0.004     0.000
    3   11    -0.000     0.000    -0.002    -0.000    -0.000    -0.003     0.000     0.000     0.001     0.000     0.000     0.003     0.000
    3   12    -0.000     0.000    -0.002    -0.000     0.000    -0.002     0.000     0.000     0.001     0.000     0.000     0.003     0.000
    3   13    -0.000     0.000    -0.001    -0.000    -0.000    -0.002     0.000     0.000     0.001     0.000    -0.000     0.002     0.000
    4    1    -0.001     0.000    -0.006    -0.001    -0.000    -0.014     0.001     0.000     0.006     0.001    -0.000     0.016     0.002
    4    2    -0.000     0.000    -0.005    -0.001    -0.000    -0.013     0.000     0.000     0.005     0.001     0.000     0.014     0.001
    4    3    -0.000     0.000    -0.005    -0.001     0.000    -0.011     0.000    -0.000     0.004     0.001     0.000     0.013     0.001
    4    4    -0.000     0.000    -0.004    -0.001    -0.000    -0.010     0.000     0.000     0.003     0.001    -0.000     0.011     0.001
    4    5    -0.000    -0.000    -0.004    -0.001    -0.000    -0.008     0.000     0.000     0.003     0.001     0.000     0.010     0.001
    4    6    -0.000    -0.000    -0.003    -0.001     0.000    -0.007     0.000    -0.000     0.002     0.001     0.000     0.008     0.001
    4    7    -0.000    -0.000    -0.003    -0.001    -0.000    -0.006     0.000     0.000     0.002     0.001    -0.000     0.007     0.000
    4    8    -0.000    -0.000    -0.002    -0.000    -0.000    -0.005     0.000     0.000     0.002     0.001     0.000     0.006     0.000
    4    9    -0.000    -0.000    -0.002    -0.000    -0.000    -0.004     0.000     0.000     0.001     0.000     0.000     0.005     0.000
    4   10    -0.000    -0.000    -0.002    -0.000    -0.000    -0.003     0.000    -0.000     0.001     0.000     0.000     0.004     0.000
    4   11    -0.000    -0.000    -0.001    -0.000    -0.000    -0.003     0.000    -0.000     0.001     0.000     0.000     0.003     0.000
    4   12    -0.000    -0.000    -0.001    -0.000    -0.000    -0.002     0.000     0.000     0.001     0.000     0.000     0.003     0.000
    4   13    -0.000    -0.000    -0.001    -0.000    -0.000    -0.002     0.000    -0.000     0.001     0.000     0.000     0.002     0.000
    5    1    -0.001    -0.000    -0.006     0.000     0.004    -0.095     0.000    -0.000    -0.000     0.000    -0.005     0.111     0.010
    5    2    -0.000    -0.000    -0.005     0.000     0.002    -0.082     0.000    -0.000    -0.000     0.000    -0.004     0.095     0.008
    5    3    -0.000     0.000    -0.004     0.000     0.002    -0.072     0.000    -0.000    -0.000     0.000    -0.002     0.082     0.006
    5    4    -0.000    -0.000    -0.003     0.000     0.001    -0.064     0.000    -0.000    -0.000     0.000    -0.002     0.072     0.005
    5    5    -0.000    -0.000    -0.003     0.000     0.001    -0.057     0.000    -0.000    -0.000     0.000    -0.001     0.064     0.004
    5    6    -0.000     0.000    -0.002     0.000     0.000    -0.051     0.000    -0.000    -0.000     0.000    -0.001     0.057     0.004
    5    7    -0.000    -0.000    -0.002     0.000     0.000    -0.046     0.000    -0.000    -0.000     0.000    -0.000     0.051     0.003
    5    8    -0.000    -0.000    -0.002     0.000     0.000    -0.042     0.000    -0.000    -0.000     0.000    -0.000     0.046     0.003
    5    9    -0.000    -0.000    -0.001     0.000    -0.000    -0.038     0.000    -0.000    -0.000     0.000    -0.000     0.042     0.002
    5   10    -0.000     0.000    -0.001     0.000    -0.000    -0.035     0.000    -0.000    -0.000     0.000     0.000     0.038     0.002
    5   11    -0.000     0.000    -0.001     0.000    -0.000    -0.033     0.000    -0.000    -0.000     0.000     0.000     0.035     0.002
    5   12    -0.000    -0.000    -0.001     0.000    -0.000    -0.030     0.000    -0.000    -0.000     0.000     0.000     0.033     0.001
    5   13    -0.000     0.000    -0.001     0.000    -0.000    -0.028     0.000    -0.000    -0.000     0.000     0.000     0.030     0.001
    I    J      U1        V1        W1        U2        V2        W2        U3        V3        W3        U4        V4        W4        A1
    1    1    -0.000    -0.000    -0.000     0.000     0.000     0.003     0.000    -0.000     0.000    -0.000     0.000    -0.003     0.000
    1    2    -0.000     0.000    -0.001     0.000     0.000     0.004     0.000     0.000     0.001    -0.000    -0.000    -0.003     0.000
    1    3    -0.000     0.000    -0.001     0.000    -0.000     0.004     0.000     0.000     0.001    -0.000    -0.000    -0.004     0.000
    1    4    -0.000     0.000    -0.001     0.000    -0.000     0.005     0.000     0.000     0.001    -0.000     0.000    -0.004     0.001
    1    5    -0.000    -0.000    -0.001     0.000     0.000     0.005     0.000     0.000     0.002    -0.000     0.000    -0.005     0.001
    1    6    -0.000     0.000    -0.002     0.001    -0.000     0.006     0.000     0.000     0.002    -0.000    -0.000    -0.005     0.001
    1    7    -0.000     0.000    -0.003     0.001    -0.000     0.006     0.000     0.000     0.004    -0.001     0.000    -0.006     0.002
    1    8    -0.000     0.000    -0.004     0.001    -0.000     0.007     0.001     0.000     0.006    -0.001     0.000    -0.006     0.002
    1    9    -0.001    -0.000    -0.007     0.001     0.000     0.007     0.001    -0.000     0.011    -0.001     0.000    -0.007     0.004
    1   10    -0.001     0.000    -0.012     0.000     0.000     0.004     0.002     0.000     0.021    -0.001    -0.000    -0.007     0.006
    1   11    -0.002     0.000    -0.024    -0.001    -0.000    -0.008     0.004     0.000     0.048    -0.000    -0.000    -0.004     0.012
    1   12    -0.005     0.000    -0.049    -0.004    -0.000    -0.043     0.010     0.000     0.106     0.001     0.000     0.008     0.022
    1   13    -0.008    -0.000    -0.088    -0.007    -0.000    -0.075     0.014     0.000     0.152     0.004     0.000     0.043     0.031
    2    1    -0.000     0.000    -0.000     0.001    -0.000     0.005     0.000    -0.000     0.000    -0.000    -0.000    -0.005     0.001
    2    2    -0.000    -0.000    -0.001     0.001    -0.000     0.006     0.000     0.000     0.001    -0.001     0.000    -0.005     0.001
    2    3    -0.000    -0.000    -0.001     0.001    -0.000     0.007     0.000    -0.000     0.001    -0.001     0.000    -0.006     0.001
    2    4    -0.000    -0.000    -0.001     0.001    -0.000     0.008     0.000     0.000     0.001    -0.001     0.000    -0.007     0.001
    2    5    -0.000    -0.000    -0.002     0.001     0.000     0.009     0.000    -0.000     0.002    -0.001     0.000    -0.008     0.001
    2    6    -0.000    -0.000    -0.002     0.001    -0.000     0.011     0.000     0.000     0.003    -0.001    -0.000    -0.009     0.002
    2    7    -0.000    -0.000    -0.004     0.001     0.000     0.013     0.000    -0.000     0.004    -0.001     0.000    -0.011     0.003
    2    8    -0.001    -0.000    -0.006     0.001    -0.000     0.015     0.001     0.000     0.008    -0.001    -0.000    -0.013     0.005
    2    9    -0.001     0.000    -0.011     0.002    -0.000     0.018     0.002    -0.000     0.017    -0.001     0.000    -0.015     0.009
    2   10    -0.002    -0.000    -0.021     0.001    -0.000     0.013     0.004     0.000     0.043    -0.002     0.000    -0.018     0.018
    2   11    -0.004    -0.000    -0.048    -0.003    -0.000    -0.032     0.013    -0.000     0.135    -0.001     0.000    -0.013     0.043
    2   12    -0.010    -0.000    -0.106    -0.014     0.000    -0.145     0.029    -0.000     0.305     0.003     0.000     0.032     0.087
    2   13    -0.014    -0.000    -0.152    -0.011    -0.000    -0.121     0.019     0.000     0.204     0.014    -0.000     0.145     0.075
    3    1    -0.000     0.000    -0.000     0.001    -0.000     0.009     0.000    -0.000     0.000    -0.001    -0.000    -0.008     0.001
    3    2    -0.000    -0.000    -0.001     0.001     0.000     0.010     0.000    -0.000     0.000    -0.001     0.000    -0.009     0.001
    3    3    -0.000     0.000    -0.001     0.001    -0.000     0.012     0.000    -0.000     0.000    -0.001    -0.000    -0.010     0.001
    3    4    -0.000    -0.000    -0.001     0.001     0.000     0.014     0.000    -0.000     0.001    -0.001     0.000    -0.012     0.002
    3    5    -0.000     0.000    -0.002     0.002    -0.000     0.018     0.000     0.000     0.001    -0.001    -0.000    -0.014     0.003
    3    6    -0.000    -0.000    -0.003     0.002    -0.000     0.023     0.000     0.000     0.002    -0.002     0.000    -0.018     0.004
    3    7    -0.000     0.000    -0.004     0.003    -0.000     0.030     0.000     0.000     0.003    -0.002     0.000    -0.023     0.007
    3    8    -0.001    -0.000    -0.008     0.004    -0.000     0.043     0.001     0.000     0.007    -0.003     0.000    -0.030     0.012
    3    9    -0.002     0.000    -0.017     0.006    -0.000     0.066     0.002     0.000     0.021    -0.004     0.000    -0.043     0.028
    3   10    -0.004    -0.000    -0.043     0.009    -0.000     0.093     0.010     0.000     0.110    -0.006     0.000    -0.066     0.094
    3   11    -0.013     0.000    -0.135    -0.046    -0.000    -0.489     0.119     0.001     1.272    -0.009     0.000    -0.093     0.557
    3   12    -0.029     0.000    -0.305    -0.035    -0.000    -0.377     0.074     0.000     0.797     0.046     0.000     0.489     0.607
    3   13    -0.019    -0.000    -0.204    -0.011    -0.000    -0.122     0.006     0.000     0.070     0.035     0.000     0.377     0.121
    4    1    -0.000     0.000    -0.000     0.001    -0.000     0.015    -0.000     0.000    -0.000    -0.001    -0.000    -0.013     0.001
    4    2    -0.000     0.000    -0.000     0.002    -0.000     0.018    -0.000     0.000    -0.001    -0.001     0.000    -0.015     0.002
    4    3    -0.000     0.000    -0.000     0.002    -0.000     0.021    -0.000    -0.000    -0.001    -0.002     0.000    -0.018     0.002
    4    4    -0.000     0.000    -0.001     0.002    -0.000     0.027    -0.000     0.000    -0.001    -0.002     0.000    -0.021     0.003
    4    5    -0.000    -0.000    -0.001     0.003    -0.000     0.035    -0.000     0.000    -0.002    -0.002     0.000    -0.027     0.005
    4    6    -0.000    -0.000    -0.002     0.005     0.000     0.049    -0.000    -0.000    -0.004    -0.003     0.000    -0.035     0.008
    4    7    -0.000    -0.000    -0.003     0.007    -0.000     0.075    -0.001     0.000    -0.007    -0.005    -0.000    -0.049     0.015
    4    8    -0.001    -0.000    -0.007     0.013    -0.000     0.136    -0.002     0.000    -0.020    -0.007     0.000    -0.075     0.035
    4    9    -0.002    -0.000    -0.021     0.033    -0.000     0.352    -0.007     0.000    -0.079    -0.013     0.000    -0.136     0.116
    4   10    -0.010    -0.000    -0.110     0.221    -0.002     2.366    -0.065     0.000    -0.687    -0.033     0.000    -0.352     1.222
    4   11    -0.119    -0.001    -1.272    -0.210    -0.002    -2.244    -0.108     0.000    -1.143    -0.221     0.002    -2.366    -7.056
    4   12    -0.074    -0.000    -0.797    -0.023    -0.000    -0.248    -0.013     0.000    -0.138     0.210     0.002     2.244     1.065
    4   13    -0.006    -0.000    -0.070    -0.007    -0.000    -0.076    -0.003    -0.000    -0.028     0.023     0.000     0.248     0.075
    5    1     0.000    -0.000     0.000     0.000     0.005     0.112    -0.000    -0.000    -0.000     0.000    -0.005    -0.102     0.011
